Stroma; POLYGON; 128, 128, 128; 343,764;345,764;346,764;348,764;349,764;353,766;
Stroma; POLYGON; 128, 128, 128; 623,824;624,824;624,825;625,826;625,827;626,828;627,830;628,830;629,832;629,833;629,834;629,835;629,836;629,837;629,838;628,839;628,840;627,840;627,841;626,842;625,844;624,845;624,846;623,846;622,846;621,847;621,848;620,848;619,848;619,849;618,850;617,850;616,850;616,851;615,851;614,851;614,852;613,852;612,852;611,852;610,852;609,852;608,852;607,852;607,851;605,851;604,850;603,850;601,850;600,849;599,848;599,847;599,846;599,845;598,844;598,843;598,842;597,842;597,841;594,839;593,838;593,837;592,837;591,836;591,835;590,835;589,835;589,834;588,834;587,834;586,834;586,833;585,832;585,831;587,830;588,829;589,829;589,828;590,828;591,828;593,827;595,826;597,826;598,826;599,826;601,826;603,826;605,825;607,825;609,825;610,826;614,827;617,829;620,830;
Stroma; POLYGON; 128, 128, 128; 723,812;721,812;720,812;719,812;718,812;717,812;716,812;715,812;711,812;706,813;705,814;704,814;703,814;702,815;701,816;699,816;698,817;697,817;697,818;696,818;695,818;695,819;696,820;697,821;699,822;699,823;700,824;701,825;701,826;701,827;702,827;702,828;703,830;703,831;703,832;703,833;703,834;703,835;703,836;703,837;703,838;704,838;705,838;706,838;707,838;709,838;711,838;712,838;713,838;714,838;715,838;716,838;717,838;719,838;719,839;720,839;721,839;721,838;721,837;722,836;722,834;723,834;723,833;723,832;723,831;724,831;724,830;724,829;724,828;725,828;725,826;725,825;725,824;726,823;727,823;727,822;728,822;729,822;732,822;733,822;734,822;735,822;736,822;737,822;737,821;738,821;739,821;740,821;741,821;742,821;743,822;745,823;746,824;747,824;747,825;747,826;748,826;748,827;748,828;748,829;748,830;748,831;748,832;748,833;748,834;749,834;749,835;750,835;751,836;752,836;753,836;754,836;755,836;756,836;757,836;758,836;759,836;760,836;761,836;763,836;764,836;765,836;766,836;767,836;769,836;770,835;771,835;772,835;773,835;774,835;775,835;776,835;777,835;778,835;779,835;780,835;781,835;782,835;783,835;784,835;785,835;786,835;787,835;788,835;789,835;790,835;791,835;792,835;793,835;794,835;795,835;797,836;800,836;801,836;802,836;803,836;804,836;805,836;806,836;807,836;808,836;809,836;810,836;811,836;814,836;815,835;816,835;817,835;818,835;819,834;820,834;821,834;822,834;823,834;824,834;825,834;825,833;826,833;827,833;831,833;833,832;835,832;836,832;839,832;841,832;842,832;843,832;843,831;845,831;846,831;847,831;848,830;849,830;850,830;851,830;853,829;854,829;857,828;858,828;859,828;859,827;860,827;860,826;861,826;861,825;862,824;863,824;863,823;864,822;865,821;865,820;866,819;866,818;867,818;867,817;867,816;867,815;867,814;867,813;867,812;868,811;868,810;868,809;867,809;867,808;866,808;865,808;864,808;864,807;863,807;862,807;860,807;859,807;858,807;857,807;857,808;856,808;855,808;854,809;853,809;853,810;852,810;851,810;850,810;848,811;847,811;847,812;846,812;845,812;844,812;843,812;842,812;841,812;840,812;839,812;838,812;837,812;836,812;835,812;834,812;833,812;832,812;831,812;830,812;829,811;828,811;827,810;826,810;825,810;825,809;824,809;823,809;823,808;821,808;820,808;820,807;819,807;819,806;818,806;818,805;817,805;816,805;816,804;815,804;814,804;813,804;813,803;812,803;811,802;810,802;809,801;809,800;808,800;807,800;806,800;805,800;805,799;804,799;803,799;802,798;801,798;800,798;799,798;798,799;797,799;797,800;796,800;795,800;794,800;793,800;792,800;791,800;790,800;789,800;789,799;788,799;787,799;787,798;786,798;785,798;785,797;784,797;783,797;782,796;781,796;780,796;779,796;779,795;778,795;778,794;776,794;775,794;774,794;773,794;772,794;771,795;770,796;769,796;768,796;767,796;766,797;765,797;763,798;762,798;761,798;760,798;759,798;758,798;757,798;756,799;755,799;754,799;754,800;753,800;752,800;751,800;750,800;749,801;748,801;748,802;747,802;746,802;745,803;744,804;743,804;742,804;741,805;739,806;733,807;730,808;729,808;727,808;725,808;723,808;721,808;719,808;717,808;716,808;713,809;712,809;713,809;715,810;716,810;718,811;
Stroma; POLYGON; 128, 128, 128; 843,814;845,814;846,814;847,814;848,814;849,814;850,814;851,814;852,814;853,813;854,813;855,813;856,813;857,813;858,813;859,813;860,813;861,813;861,812;862,812;863,812;865,810;865,809;865,808;865,807;865,806;865,805;865,804;865,802;865,801;864,800;864,799;864,798;864,797;864,796;865,795;865,794;865,793;867,792;868,792;868,791;869,791;869,790;870,790;871,790;872,789;873,789;873,788;874,788;874,787;875,786;876,786;876,785;877,785;877,784;878,784;879,784;880,783;881,783;881,782;882,782;883,782;884,782;885,781;886,781;888,780;893,780;894,780;894,779;895,779;896,779;897,779;898,779;899,779;900,779;901,779;903,779;905,779;905,778;906,778;907,778;908,778;909,778;911,778;913,778;914,778;916,778;917,778;918,778;919,777;921,777;925,777;926,777;928,776;929,776;930,776;931,776;933,776;934,775;935,774;935,773;936,773;937,772;938,771;938,770;939,770;939,769;939,768;938,768;937,767;936,766;935,766;934,765;933,764;932,764;931,764;931,763;929,762;928,762;927,762;926,762;925,762;925,763;924,764;923,764;922,764;922,765;921,765;921,766;920,766;919,767;918,767;916,767;915,768;914,768;913,768;912,768;911,768;911,767;910,767;909,767;907,766;906,766;905,766;904,765;904,764;903,764;902,764;902,763;901,763;901,762;900,762;899,762;898,762;897,762;897,761;897,760;896,759;896,758;895,758;895,757;894,756;893,756;893,755;892,755;892,754;893,753;894,752;896,751;897,750;897,749;898,749;898,748;899,748;899,747;899,746;899,745;898,744;898,743;898,742;897,742;897,741;897,740;897,739;896,738;895,738;895,737;895,736;894,736;893,735;892,735;891,734;890,734;889,734;888,734;887,734;887,735;886,735;885,736;884,737;883,737;883,738;882,738;881,739;881,740;880,740;880,741;879,742;879,743;878,744;877,746;877,747;875,750;875,752;876,753;876,754;876,755;876,756;876,757;876,758;876,759;875,760;875,761;875,762;875,763;875,764;874,764;874,765;874,766;873,767;873,768;872,769;871,770;871,772;871,773;870,773;870,774;869,774;869,775;868,775;867,776;865,776;865,777;864,777;863,777;862,778;861,778;860,778;859,778;858,778;855,780;855,781;855,782;854,782;853,783;853,784;852,784;852,785;851,786;851,787;850,788;849,788;849,789;849,790;849,791;849,792;849,793;849,794;849,795;849,796;850,796;850,797;850,798;851,798;851,799;851,800;851,801;851,802;851,803;849,804;846,806;843,806;842,806;841,807;840,808;839,808;837,809;837,810;836,810;836,811;836,812;837,813;838,814;840,815;
Stroma; POLYGON; 128, 128, 128; 491,596;490,597;489,598;489,600;488,602;488,604;487,605;487,608;486,610;486,612;485,614;485,616;485,618;485,620;485,622;485,626;485,628;485,630;487,634;488,635;489,636;489,638;491,640;492,641;493,641;501,639;511,633;515,630;518,626;519,623;520,620;521,614;521,608;519,602;518,600;517,598;515,596;512,596;498,598;490,606;
Stroma; POLYGON; 128, 128, 128; 889,840;889,839;889,838;888,838;888,837;887,837;887,836;886,836;885,835;885,834;884,834;883,834;883,833;882,833;881,833;881,832;880,832;879,832;878,832;878,831;877,830;876,830;875,830;875,829;875,828;874,828;873,828;873,827;872,827;872,826;871,826;870,826;869,826;869,825;867,824;866,824;865,824;865,823;865,822;865,821;865,820;864,819;864,818;864,817;864,816;863,814;863,813;863,812;863,811;863,810;863,808;863,806;863,805;862,805;862,804;862,803;862,802;862,801;863,800;863,799;864,799;865,799;866,799;867,799;867,800;869,800;870,800;871,800;872,801;874,802;876,803;877,803;878,804;881,804;883,804;884,804;885,804;886,804;887,804;888,804;889,804;890,804;891,804;892,804;894,804;895,805;896,806;897,806;899,806;900,806;902,806;903,806;904,806;905,806;905,807;906,808;907,808;908,808;909,808;910,808;911,808;912,808;913,808;914,808;915,808;915,807;916,807;917,807;917,806;919,806;919,807;920,808;921,808;921,809;921,810;922,810;922,812;922,813;922,814;922,815;922,816;922,817;922,818;923,819;923,820;923,821;923,822;923,823;923,824;923,825;923,826;924,826;924,827;924,828;924,829;924,830;923,830;923,831;923,832;923,833;922,834;922,835;921,836;921,837;920,837;920,838;919,838;919,839;919,840;918,840;918,842;917,842;917,843;917,844;916,844;915,844;915,845;915,846;914,846;913,846;913,847;912,847;911,847;910,847;908,847;906,846;905,846;904,846;899,846;894,845;893,845;892,844;891,844;892,844;893,844;894,844;894,845;895,846;895,847;
Stroma; POLYGON; 128, 128, 128; 955,766;954,767;953,767;953,768;952,768;951,768;951,769;950,769;945,770;943,770;942,770;941,770;941,771;940,771;940,772;940,773;940,774;941,774;942,774;943,774;944,774;946,774;947,774;948,774;949,774;950,773;951,773;953,773;954,773;955,772;956,772;957,772;958,772;959,771;960,771;961,771;961,770;964,770;967,770;968,770;969,770;970,770;971,770;972,771;973,772;974,773;975,774;976,774;977,776;977,777;977,778;977,780;977,782;977,783;977,784;977,785;977,786;978,786;978,787;979,788;980,789;981,789;981,790;982,790;983,791;984,792;985,792;987,793;988,794;991,793;992,793;993,792;994,792;995,791;995,790;996,790;997,790;999,788;999,786;1000,786;1001,785;1001,784;1002,784;1003,782;1004,781;1005,780;1005,779;1006,778;1007,776;1009,774;1009,773;1009,772;1008,772;1008,771;1008,770;1008,769;1008,768;1007,767;1007,766;1007,764;1006,764;1005,763;1004,762;1003,762;1002,761;1001,760;1000,760;999,760;999,759;998,759;998,758;997,758;996,758;996,757;995,757;994,757;993,757;993,756;992,756;991,756;990,756;989,756;988,756;987,756;986,756;985,756;984,755;983,755;982,754;981,754;980,754;979,754;979,753;978,753;977,753;976,753;975,753;974,753;973,753;972,753;971,753;970,753;969,753;967,752;966,752;965,752;964,751;963,750;962,750;962,749;961,748;961,747;961,746;961,745;961,743;961,742;961,741;962,741;962,740;963,740;964,739;965,739;966,738;967,738;968,738;969,737;972,736;973,736;974,736;975,736;976,735;977,735;978,735;979,735;981,736;982,736;983,737;984,737;985,737;986,737;989,737;991,737;993,737;994,737;995,737;996,738;997,738;998,738;999,738;1001,737;1003,736;1005,734;1006,733;1007,731;1008,727;1008,726;1009,724;1009,723;1009,722;1009,721;1009,720;1009,719;1009,718;1009,717;1009,716;1009,715;1009,714;1008,714;1008,713;1008,712;1007,712;1007,711;1007,710;1007,709;1007,708;1007,707;1006,706;1006,705;1005,704;1005,703;1005,702;1004,702;1004,701;1003,701;1003,700;1003,699;1002,699;1001,698;1000,698;999,698;998,698;997,698;996,698;995,698;993,698;992,698;991,698;990,699;989,699;987,699;986,699;985,699;984,699;980,700;979,700;978,701;977,702;976,702;975,702;975,703;974,703;973,703;972,704;971,704;970,704;969,704;968,704;967,704;966,704;965,704;965,705;964,705;964,706;963,706;962,707;961,707;961,708;960,709;959,710;959,711;959,712;959,713;959,714;959,715;959,716;959,717;959,718;959,720;959,721;959,722;959,723;959,724;959,725;959,726;959,727;959,728;958,728;958,729;957,730;955,732;955,733;954,733;954,734;953,734;953,735;953,736;952,736;951,736;951,737;951,738;950,738;949,738;948,738;947,739;946,739;945,739;945,740;944,740;943,740;943,741;943,742;943,743;943,744;943,745;943,746;944,747;945,748;946,748;946,749;947,749;947,750;948,750;949,750;949,751;950,751;951,751;953,752;954,752;955,752;956,753;957,753;957,754;958,754;959,754;960,755;961,756;961,757;962,757;962,758;961,758;961,759;960,759;960,760;959,760;959,761;958,761;957,762;957,763;955,764;955,765;955,766;955,767;
Stroma; POLYGON; 128, 128, 128; 952,753;951,752;950,752;949,752;949,751;948,751;947,751;946,751;945,750;944,750;943,750;942,750;941,750;940,750;939,750;939,751;938,751;938,752;937,752;936,752;935,752;934,752;933,752;932,752;931,752;931,753;930,754;929,754;929,755;928,756;928,757;927,758;927,759;927,760;926,760;926,761;926,762;925,763;925,765;925,766;926,766;926,767;927,767;927,768;926,768;925,768;924,767;923,766;922,765;921,764;920,762;919,762;919,761;919,758;919,757;919,756;918,756;918,755;918,754;917,754;917,753;917,752;916,752;915,751;914,750;913,749;912,748;911,748;910,748;909,748;908,748;907,748;906,748;905,748;905,747;904,747;904,746;903,746;903,745;902,745;902,744;901,744;901,743;901,742;901,741;901,740;902,740;903,739;903,738;904,738;905,737;905,736;907,736;907,735;908,734;909,734;909,733;910,733;911,733;911,732;912,732;913,732;914,732;914,731;915,731;916,730;917,730;919,729;919,728;920,728;920,727;921,727;921,726;922,726;923,725;924,724;925,724;925,723;926,723;926,722;927,722;927,721;928,721;928,720;929,720;929,719;929,718;929,717;929,716;928,716;927,715;927,714;926,714;925,713;925,712;925,711;926,711;927,710;929,710;931,708;933,708;936,707;942,706;943,706;943,705;944,705;945,705;945,704;946,704;947,704;948,704;949,702;951,702;952,702;953,702;953,701;954,701;955,701;956,700;959,699;960,699;961,698;963,698;963,697;965,696;966,695;968,694;969,694;970,694;972,693;973,693;973,692;975,692;976,692;977,691;978,691;979,691;980,691;981,691;982,691;983,691;984,691;985,691;986,690;987,690;988,690;989,690;990,689;991,689;995,688;996,688;997,688;998,688;999,688;999,689;999,690;1000,690;1000,691;1000,692;1001,692;1001,693;1001,694;1002,700;1002,701;1002,702;1002,703;1002,704;1001,704;1001,706;1001,707;1001,708;1001,709;1001,710;1000,710;999,712;998,712;997,712;997,713;993,714;990,714;989,714;987,714;986,714;985,714;984,714;982,714;981,714;979,714;979,713;977,713;975,712;974,712;973,712;972,712;971,712;970,712;969,712;968,713;968,714;967,714;967,715;966,715;965,715;964,715;964,714;963,714;963,713;963,712;963,713;962,713;962,714;961,714;960,714;959,714;958,714;957,714;956,714;955,714;954,715;953,715;953,716;952,716;951,716;950,717;949,717;949,718;947,718;946,719;945,719;944,719;944,720;943,720;942,720;942,721;941,722;940,722;940,723;939,724;937,726;937,727;936,728;935,729;935,730;935,731;935,732;935,733;936,733;937,734;938,735;939,736;940,736;941,736;943,736;944,736;945,736;946,737;947,737;947,738;948,738;948,739;948,740;949,740;949,741;949,742;950,742;950,743;951,744;953,746;954,747;955,747;956,748;
Stroma; POLYGON; 128, 128, 128; 983,754;981,752;980,751;979,751;979,750;977,750;974,750;972,750;971,750;970,750;969,750;968,750;967,751;965,752;964,752;963,752;962,753;961,753;960,753;960,754;960,755;961,757;963,759;965,761;967,762;968,762;971,763;973,763;975,763;977,763;979,763;983,762;985,762;986,762;987,762;987,761;988,761;988,762;987,763;
Stroma; POLYGON; 128, 128, 128; 872,768;872,767;872,766;871,766;871,764;870,764;869,764;868,763;867,763;866,762;863,761;862,761;861,761;860,761;859,761;858,761;857,761;855,762;854,762;853,762;853,763;853,764;852,764;851,766;850,767;849,768;849,769;849,770;848,770;848,771;847,772;847,773;846,773;844,774;843,776;842,776;841,776;841,777;839,778;838,779;837,780;836,780;836,781;835,782;835,783;834,784;833,786;832,786;831,786;831,785;830,785;829,785;828,784;827,784;826,784;825,784;825,783;824,783;824,782;823,782;822,781;821,780;821,779;820,779;820,778;819,778;819,777;819,776;819,775;819,774;820,774;821,774;821,773;822,772;823,772;824,772;825,771;827,770;828,770;829,769;829,768;831,767;834,765;835,765;835,764;836,764;837,764;837,763;838,762;839,762;840,761;841,760;842,759;843,758;844,757;845,757;845,756;846,756;847,756;848,755;849,754;850,754;851,754;852,753;853,752;854,752;855,751;855,750;856,750;857,750;857,749;859,748;860,748;861,747;861,746;862,746;863,746;863,745;864,745;865,744;866,744;866,743;867,742;868,742;869,741;870,740;870,739;871,739;871,738;872,738;872,737;873,736;874,735;875,735;875,734;876,734;877,734;879,733;880,732;881,732;882,732;883,732;884,732;885,732;886,732;887,732;887,733;888,734;889,735;889,736;890,738;890,739;890,740;890,741;890,742;889,743;888,744;887,745;887,746;886,748;885,748;885,750;884,751;883,752;882,754;882,755;881,757;881,758;881,760;880,762;880,763;880,764;879,766;879,767;879,768;879,769;879,770;879,771;880,771;881,772;
Stroma; POLYGON; 128, 128, 128; 206,831;205,832;205,833;204,834;203,835;202,836;201,837;199,840;198,840;197,842;197,843;197,844;197,845;196,846;195,848;193,852;193,853;193,854;193,855;193,856;193,857;193,858;192,860;191,862;191,865;190,866;190,868;189,872;189,873;189,874;189,875;189,876;189,878;189,879;189,884;189,888;189,890;189,891;189,892;190,892;191,894;192,894;193,894;194,895;195,896;196,897;197,897;197,898;198,898;199,899;201,901;202,901;203,902;206,902;207,902;207,901;208,901;208,900;209,900;209,899;210,899;210,898;211,898;212,896;213,896;213,894;214,893;215,892;215,891;216,888;217,885;217,884;217,883;216,883;216,882;216,881;216,880;216,879;217,877;217,876;217,875;216,875;216,874;215,874;215,873;215,872;215,871;215,870;215,869;217,866;218,864;219,864;219,863;220,862;221,862;221,861;221,860;222,860;223,859;223,858;224,858;225,857;226,856;227,856;229,855;230,854;231,854;232,853;233,853;233,852;235,852;235,851;236,850;237,850;238,850;239,849;239,848;240,848;241,848;241,846;242,846;243,846;244,845;245,845;245,844;246,844;248,843;249,842;251,842;252,842;253,842;253,841;255,840;256,840;257,840;257,839;259,839;261,838;263,838;264,838;266,838;267,838;269,838;269,837;270,837;270,836;271,836;272,836;273,836;273,837;274,837;275,837;276,837;277,838;278,838;279,838;279,839;279,840;280,840;281,842;281,843;281,844;281,845;281,846;281,848;281,849;281,850;281,851;281,852;281,853;281,854;281,855;281,857;281,858;281,859;281,860;280,861;280,862;280,863;280,864;280,865;281,866;281,867;281,868;282,868;282,869;282,870;283,870;283,871;284,871;285,871;285,872;286,872;286,873;287,873;288,873;290,872;291,872;292,872;292,871;293,871;293,870;294,870;295,870;296,870;297,870;298,870;299,869;299,868;300,868;301,868;301,867;303,866;303,865;303,864;304,864;305,863;305,862;306,862;307,862;307,861;308,860;309,860;309,859;310,859;311,859;311,858;312,858;313,858;313,857;313,856;314,856;314,855;314,854;314,853;313,852;312,850;311,849;311,848;310,848;309,848;308,848;307,848;306,848;306,849;305,849;303,849;302,849;301,849;300,849;299,848;298,848;297,847;297,846;297,845;296,844;296,843;296,842;296,841;297,841;297,840;297,839;298,839;298,838;299,838;299,837;299,836;299,835;300,834;301,834;301,833;301,832;302,832;302,831;303,831;304,831;305,831;306,831;307,831;308,831;309,831;310,831;311,831;312,831;312,830;311,829;311,828;309,826;309,825;308,824;307,824;306,823;305,823;305,822;304,822;303,822;302,822;301,822;299,822;298,822;297,822;296,822;295,822;294,822;293,822;292,822;291,822;290,822;289,821;289,820;288,820;287,820;286,820;285,819;285,818;283,817;283,816;282,816;281,816;281,815;280,815;279,814;277,814;277,813;275,813;274,813;273,814;272,814;272,815;272,816;271,816;270,817;269,818;269,819;267,820;265,820;264,820;263,820;261,820;259,820;258,819;257,819;256,818;255,817;254,816;253,815;253,814;252,812;252,811;251,810;247,806;246,806;245,806;241,805;237,809;237,811;237,812;237,814;236,814;
Stroma; POLYGON; 128, 128, 128; 317,851;317,850;318,850;319,850;319,849;320,848;324,846;325,845;325,844;326,844;326,843;327,843;327,842;328,842;329,842;331,842;332,842;333,841;333,840;334,840;334,839;335,838;336,838;337,838;337,837;338,836;339,835;341,834;342,834;341,833;341,832;341,831;340,829;340,828;340,827;339,827;339,826;339,825;338,824;337,824;337,823;337,822;337,821;337,820;338,820;339,820;339,819;339,818;340,818;341,816;343,815;344,814;345,814;347,814;347,813;348,813;349,813;349,812;351,812;353,812;353,811;356,810;357,810;358,810;359,810;360,810;361,810;361,811;362,812;362,813;362,814;362,815;362,816;361,818;361,819;360,820;360,822;360,823;360,824;360,825;360,826;361,826;361,827;361,828;362,828;363,828;363,829;364,829;364,830;365,830;366,830;367,830;367,829;368,829;369,829;369,828;370,828;371,827;371,826;372,826;374,825;377,824;377,823;377,822;377,821;377,820;377,819;377,818;377,817;377,816;377,815;377,814;377,813;377,812;377,810;377,809;378,807;378,806;379,806;379,805;380,804;381,804;381,803;382,803;382,802;383,802;384,801;385,801;385,800;387,800;388,800;389,799;390,799;390,798;392,798;392,797;393,797;394,797;394,796;395,796;396,796;397,796;397,795;398,795;399,795;399,794;400,794;401,794;402,794;403,794;404,794;404,793;405,793;406,793;407,792;407,791;408,788;408,786;407,785;407,784;407,783;406,782;405,781;405,780;404,780;402,778;401,778;400,777;399,776;399,775;398,775;398,774;397,774;397,772;397,771;397,770;397,768;397,766;397,765;397,764;397,763;397,762;397,761;397,760;396,758;396,757;395,757;395,756;394,755;394,754;393,754;393,753;392,753;390,751;388,749;387,748;386,746;385,746;384,746;383,745;383,744;382,744;381,744;381,742;380,742;380,741;379,739;377,738;377,736;376,736;376,735;375,735;375,734;374,733;373,732;373,731;372,730;369,728;364,724;363,724;362,724;362,723;361,723;360,723;359,724;359,725;358,727;358,730;358,731;358,732;358,733;358,734;359,734;359,735;359,736;359,737;359,738;360,739;361,739;361,740;362,740;363,741;363,742;364,742;365,742;366,742;368,743;369,744;370,745;371,745;371,746;372,746;373,746;374,746;375,747;375,748;376,748;376,749;377,749;377,750;378,751;379,752;379,753;380,754;381,755;381,756;382,756;383,758;384,758;384,759;385,760;387,763;387,764;387,765;387,766;387,768;387,769;387,770;387,772;387,773;387,774;385,776;384,778;383,778;383,780;382,780;381,780;380,780;379,781;377,782;375,783;373,784;372,784;370,785;370,786;369,786;369,787;368,787;366,788;364,788;362,788;361,788;360,788;359,788;359,787;359,786;358,786;358,785;357,784;357,783;357,781;357,779;355,777;355,776;355,775;355,774;353,771;353,770;352,769;349,766;347,764;346,764;345,764;344,763;343,763;343,762;339,762;338,762;337,762;335,762;333,763;332,763;331,763;331,764;330,764;329,765;328,766;327,767;327,768;326,768;326,769;325,770;325,771;325,772;326,772;327,772;328,773;329,773;331,774;333,774;334,774;335,774;337,774;338,775;339,775;340,776;341,776;341,777;342,778;343,779;343,780;344,780;345,782;345,783;346,783;346,784;346,785;346,787;347,788;347,789;347,790;348,791;349,792;349,793;349,794;350,794;351,794;351,795;351,796;352,796;352,797;353,798;353,799;353,800;353,801;353,802;352,802;352,803;351,803;351,804;350,804;349,804;348,804;345,804;343,804;342,804;341,803;340,803;339,802;338,802;338,801;337,801;336,800;335,800;334,800;334,801;333,802;333,803;333,804;332,806;331,807;331,808;331,809;330,810;329,810;329,811;329,812;327,814;326,814;325,814;325,815;324,815;323,815;323,816;322,816;321,816;320,816;319,817;318,818;317,818;316,818;315,818;314,818;313,818;312,818;312,819;311,819;311,820;309,820;308,820;307,821;305,822;305,823;305,824;305,825;306,825;307,826;308,826;309,827;310,828;311,828;312,828;313,827;315,827;317,827;317,826;319,826;320,826;321,826;321,825;322,825;323,825;323,824;324,824;325,824;326,824;327,824;328,824;329,824;330,824;331,824;331,825;331,826;331,827;331,828;331,829;330,830;329,832;328,832;328,833;327,834;326,834;325,835;325,836;324,836;321,837;321,838;320,838;319,838;319,839;318,839;317,839;317,840;316,840;315,840;314,840;313,840;312,840;311,840;310,840;309,840;308,840;308,839;307,839;305,838;301,837;300,836;299,836;298,836;297,836;297,837;296,838;295,840;295,841;295,844;295,848;295,849;295,850;295,851;295,852;296,853;297,854;298,855;299,856;301,856;309,857;311,857;
Stroma; POLYGON; 128, 128, 128; 284,870;283,871;283,872;283,874;282,874;282,876;281,876;281,878;280,878;279,878;279,879;279,880;278,880;277,882;275,882;275,881;275,880;274,880;273,879;273,878;272,878;271,876;270,874;269,874;269,872;268,872;267,872;267,871;266,871;265,871;264,871;264,872;263,872;262,872;261,872;260,872;260,873;259,873;259,874;257,874;257,875;256,875;255,876;254,876;253,877;253,878;252,878;251,878;250,878;249,878;248,878;247,879;246,879;246,880;245,880;244,880;244,881;243,881;243,882;242,882;241,882;240,882;239,882;239,883;238,883;237,884;235,884;234,884;233,884;233,885;232,885;231,885;231,886;230,886;229,886;228,886;227,886;226,886;225,886;224,886;223,886;222,886;221,886;221,885;220,885;220,884;219,884;219,883;218,882;215,879;214,879;213,879;212,879;211,879;211,880;210,880;207,882;206,883;206,884;205,884;203,886;201,889;201,892;201,893;201,894;201,895;201,896;201,897;201,898;201,899;201,900;201,901;201,902;200,904;200,905;200,906;200,907;200,908;200,909;200,910;201,910;202,910;203,910;204,910;206,910;207,910;207,909;208,908;209,908;210,907;210,906;211,906;211,905;212,905;212,904;213,904;213,903;213,902;214,902;215,901;216,900;217,899;217,898;218,897;219,896;219,895;220,895;220,894;221,894;222,894;223,894;224,894;224,895;225,895;225,896;226,896;227,896;227,897;228,897;229,897;229,898;230,898;231,898;232,898;233,899;234,899;235,899;235,900;236,900;237,900;238,900;238,901;239,901;240,902;241,902;242,902;243,902;244,902;244,903;245,904;246,904;246,905;247,905;247,906;248,906;248,907;249,907;249,908;250,908;252,908;254,909;255,909;256,909;257,909;258,909;259,909;260,909;261,909;262,909;263,909;264,909;265,909;266,909;268,909;269,909;270,909;271,908;272,908;273,908;273,907;274,906;275,906;275,905;276,905;276,904;277,904;277,903;279,902;281,900;281,899;282,899;282,898;283,898;283,897;284,896;285,896;285,895;285,894;286,893;286,892;287,891;287,890;287,889;287,888;287,887;287,886;288,885;288,884;288,883;288,882;289,882;289,880;289,879;289,878;289,877;289,876;290,876;290,875;290,874;291,874;291,873;291,872;
Stroma; POLYGON; 128, 128, 128; 322,846;323,846;324,846;325,846;327,846;329,846;329,845;330,845;332,843;333,842;334,842;335,842;335,840;336,840;337,840;337,839;338,838;339,838;341,837;341,836;341,835;342,835;342,834;342,833;342,832;342,831;342,830;342,828;342,827;342,826;341,826;341,825;341,824;340,823;339,823;338,823;336,823;335,824;335,825;334,826;333,828;333,830;333,831;333,832;333,834;332,836;332,838;332,839;
Stroma; POLYGON; 128, 128, 128; 220,846;219,846;219,847;218,847;217,848;217,849;216,850;215,852;215,853;215,854;215,855;215,856;215,857;215,858;214,858;213,861;213,863;213,864;213,865;213,866;212,868;212,870;212,871;211,874;210,881;210,882;210,884;210,886;210,887;210,888;210,889;210,890;209,891;209,892;208,893;207,894;206,896;205,898;204,898;202,900;200,900;199,900;197,900;195,900;194,900;193,900;191,900;190,899;188,898;187,898;186,898;181,896;179,895;179,894;177,894;176,893;175,893;175,892;174,892;172,891;171,890;170,889;169,888;169,886;168,884;168,883;167,882;167,880;167,879;166,879;166,878;166,877;165,876;165,875;165,874;165,873;165,872;164,871;164,870;164,869;163,868;163,866;163,865;163,864;163,863;162,863;162,862;161,862;161,861;161,860;160,860;159,859;159,858;158,856;157,856;157,855;157,854;156,854;156,853;156,852;156,851;156,850;156,848;156,846;156,845;157,844;157,843;157,842;158,842;158,841;158,840;159,840;159,839;159,838;159,837;159,836;159,835;159,834;159,833;159,832;159,831;159,830;159,829;160,829;160,828;161,828;161,827;161,826;162,826;163,825;164,825;166,824;169,824;169,823;170,823;171,823;171,822;172,822;173,822;174,822;175,822;176,822;177,822;178,822;179,822;180,822;181,822;182,822;183,820;184,820;184,819;185,817;187,812;187,810;188,809;188,808;189,808;189,806;191,804;191,802;192,801;193,800;194,800;195,800;197,800;198,800;201,798;203,797;204,796;206,795;207,795;209,794;211,794;
Stroma; POLYGON; 128, 128, 128; 153,504;152,504;151,504;150,505;149,505;148,505;147,506;145,506;144,506;143,506;141,507;140,508;139,508;137,508;137,509;135,510;131,510;129,511;128,511;125,512;123,512;121,513;120,514;117,516;115,517;113,518;113,520;112,520;111,520;111,522;104,528;102,530;101,530;101,531;100,532;99,533;99,534;99,535;99,536;99,537;99,538;98,539;98,540;97,540;97,542;95,546;95,547;94,548;94,549;93,552;93,560;93,562;93,563;93,564;93,566;93,568;93,569;93,570;92,572;92,573;92,574;93,575;93,576;94,576;94,577;95,577;95,578;96,578;97,579;100,579;101,580;102,580;103,580;105,580;108,580;109,580;111,579;113,578;115,578;117,578;117,577;119,576;121,576;122,576;124,575;125,575;126,574;129,574;139,568;141,567;141,566;142,566;143,565;145,564;148,562;150,560;151,559;153,558;155,555;157,554;157,553;159,550;160,549;161,548;162,546;164,544;165,540;166,539;167,538;168,534;173,522;175,519;176,516;177,514;177,512;177,510;177,508;177,507;177,504;177,502;175,502;175,501;173,501;169,502;163,505;161,506;157,508;153,509;152,510;151,510;149,509;
